城市,城区,商圈,小区名,房源详情url,房型(三室两厅),房屋面积,成交总价(万元),成交周期(天数),朝向,装修状况,电梯情况,楼层,房屋年代/楼体结构,房屋描述（房屋满五年|距8号线安德里北街971米）,单价,成交日期,成交总价(万元),房屋来源,挂牌日期,状态(在售|成交)
广州,增城,石滩,欧亚公馆,http://esf.gz.fang.com/chushou/3_227056483.htm,3室2厅2卫,106平米,170,,南,精装修,无,低层,2017年,欧亚公馆 基本信息小区地址：增城新城大道122号（雁塔派出所旁）所属区域：增城 石滩邮 编：511316产权描述：欧亚公馆普通住宅产权为70年物业类别：住宅竣工时间：2017-06-01开 发 商：增城宇利实业有限公司建筑类别：塔楼 高层建筑面积：86059平方米占地面积：26075平方米当期户数：418户总 户 数：418户绿 化 率：32%容 积 率：2.70物 业 费：2.50元/㎡·月附加信息：住宅：2.5元/m2/月交通状况：21号线增城广场站步行可达公路：广汕、广惠、荔新、广园公交：增城102路、增城5路、增城6路、增城8路周边信息幼儿园：天恩国际双语中：荔城街第二、荔城一中、增城商场：万达广场、东汇城医院：增城新中医院、增城人民医院、荔城医院、附幼保健院邮局：荔乡路邮局其他：兴发市场、旧市场、罗冈市场小区内部配套：商业广场、羽毛球场、儿童及健乐等设施，水景园林如果您对这条房源不满意 请点击我的头像查看更多房源信息! 我将用与经验给您带来不一样的体验！！！看楼提前预约 袁先生 136-4088-8081 微信同号,16038元/平米,,,房天下,2018-06-20,在售
广州,增城,石滩,欧亚公馆,http://esf.gz.fang.com/chushou/3_215166551.htm,3室2厅2卫,98平米,165,,南,豪华装修,有,中层,2017年,刘生 18211200050  微信号：550781286 欧亚公馆欧亚公馆位于增城区荔城新城大道，毗邻万达广场及增城广场站（规划2017开通）、、少年宫等。私享中轴线山体公园，东望增江与增江画廊，南览的核心区挂绿湖，近观异域风情水景园林，同时配套有独立的商业广场、羽毛球场、儿童及健乐等设施。六大买点1）地下铁盘，21号线2017年正式开通，30畅通天河2）毗邻增城广场、万达广场、人工沙滩等增城特色之，环境优美3）周边云集，尽享各种资源4）各种银行、菜市场、医院等等一步到位，生活方便5）广汕、广惠、广园、荔新各种高速公路，公交更是多不胜数，交通便捷6）户型方正通透，小区内满足各种需求，再加上异域风情水景园林，舒适优雅,16837元/平米,,,房天下,2018-05-25,在售
广州,增城,石滩,欧亚公馆,http://esf.gz.fang.com/chushou/3_227192330.htm,3室2厅2卫,124平米,320,,南,精装修,无,中层,2017年,房屋介绍1.房型方正，视野开阔，采光无遮挡2.朝南朝向，通透性非.常好3.欧亚公馆.尊贵的象征.和理想的社区.4.周围公交车站和,25806元/平米,,,房天下,2018-06-23,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_224980517.htm,2室2厅1卫,87平米,117,,北,精装修,有,中层,2007年,石滩城类型信息项目特色：五证齐全建筑形式：高层、塔楼楼盘位置： 增城区石滩镇立新东路57号公交路线：石滩城即是石滩汽车站，往增城、新塘公交车10一班，往广州30一班自驾路线：石滩镇立新路56号占地面积：65578平方米建筑面积：106400平方米产权年限：70年绿 化 率：30%容 积 率：2总 户 数：1100楼座展示：四期为5栋17-18层洋房组成，2-3栋为两梯六户，1、4、5栋为两梯四户。配套信息物业公司：嘉兴物业管理公司物 业 费：2.5元/平米.月物业说明：住宅2-2.5元/平*月车 位：总车位数664个，可租可售周边配套：有培恩幼儿园、镇幼儿园、化工幼儿园、、新晖、岗贝，港侨。石滩一中、石滩二中医院：增城市石滩医院商场：项目本身规划有石滩城商业步行街、有好又新购物广场、盟轩商行、天天购物商场、乐意购物，和兴肉菜市场等内部配套：商业步行街、游泳池、会所（羽毛球场、健身房、棋牌室等）岗贝建材设备：电梯品牌：三菱；户内电器开关、插座：飞利浦装修标准装修情况：毛坯、精装修装修标准：1200元/平米楼盘简介石滩城位于石滩镇商业核心区，总建筑面积10.64万平方米，其中住宅建筑面积8万平方米，建筑面积1.03万平方米。石滩城三期包括3栋11层小高层电梯洋房，4梯8户，还有1栋6层楼梯楼，总货量约300套。石滩城三期位于小区的正，电梯洋房产品均为南北座向，少量楼梯房为东北向。户型有90方~192㎡的三房到五房，主打95㎡的3房及123㎡的4房，部分二楼有近百方露台赠送，顶层有近70方天台赠送，使用。据了解，石滩城为旧城改造项目，是宜商的典范楼盘，周边校、银行、市场、酒楼等，住宅小区内生活、公共配套设施完善，大部分楼房南北朝向，实用，有充足的停车场地。如果您对这条房源不满意 请点击我的头像查看更多房源信息! 我将用专业与经验给您带来不一样的体验！！！看楼提前预约：136 9426 1217 刘先生 （微信同号）,13448元/平米,,,房天下,2018-05-06,在售
广州,增城,石滩,欧亚公馆,http://esf.gz.fang.com/chushou/3_227162992.htm,2室2厅1卫,85平米,220,,东南,精装修,无,高层,2016年,精装修【朝向】南北通透，采光好，通风效果佳r【楼层】中间楼层，2梯4户满两年，红本在手，产权清晰【】（市一级），增城（市一级），增城（市一级）【交通】21号线【商场】大润发，华润万家，万达广场,25882元/平米,,,房天下,2018-06-22,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226387797.htm,3室2厅2卫,130.6平米,190,,南,精装修,无,低层,2007年,核心卖点 核心卖点 1.小区环境优雅，绿化，看房方便，只需您一个电话。2.！的抄底价格！真实！3.极少数的户型。4.房东诚心出售，这个户型近段时间可遇不可求，希望您把握住。,14548元/平米,,,房天下,2018-06-04,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226139707.htm,3室2厅1卫,99平米,129,,南北,简装修,无,中层,2007年,幼儿园：培恩幼儿园、镇幼儿园、化工幼儿园中：、新晖、岗贝、港侨、石滩一中、石滩二中大学：汕头大学公开学院广州校区商场：好又新购物广场、盟轩商行、天天购物商场、乐意购物医院：增城市石滩医院邮局：中国邮政银行：中国银行、广州农商银行、广州农行、中国邮政储蓄其他：麦克顿汉堡、公牛世家、蒸功夫、石滩汽车客运站小区内部配套：商业步行街、游泳池、会所.。。。。,13030元/平米,,,房天下,2018-05-30,在售
广州,增城,石滩,欧亚公馆,http://esf.gz.fang.com/chushou/3_227335314.htm,3室1厅1卫,108平米,190,,南,简装修,有,低层,2017年,中高楼 视野广阔,17593元/平米,,,房天下,2018-06-27,在售
广州,增城,石滩,欧亚公馆,http://esf.gz.fang.com/chushou/3_225416485.htm,3室2厅2卫,106平米,175,,南,豪华装修,有,中层,2017年,欧亚公馆 基本信息小区地址：增城新城大道122号（雁塔派出所旁）所属区域：增城 石滩邮 编：511316产权描述：欧亚公馆普通住宅产权为70年物业类别：住宅竣工时间：2017-06-01开 发 商：增城宇利实业有限公司建筑类别：塔楼 高层建筑面积：86059平方米占地面积：26075平方米当期户数：418户总 户 数：418户绿 化 率：32%容 积 率：2.70物 业 费：2.50元/㎡?月附加信息：住宅：2.5元/m2/月交通状况：21号线增城广场站步行可达公路：广汕、广惠、荔新、广园公交：增城102路、增城5路、增城6路、增城8路周边信息幼儿园：天恩国际双语中：荔城街第二、荔城一中、增城商场：万达广场、东汇城医院：增城新中医院、增城人民医院、荔城医院、附幼保健院邮局：荔乡路邮局其他：兴发市场、旧市场、罗冈市场小区内部配套：商业广场、羽毛球场、儿童及健乐等设施，水景园林如果您对这条房源不满意 请点击我的头像查看更多房源信息! 我将用专业与经验给您带来不一样的体验！！！看楼提前预约：137-7640-2833龙先生,16509元/平米,,,房天下,2018-05-15,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226913490.htm,3室2厅2卫,99平米,119.3,,南,精装修,有,中层,2013年,? 1.此房户型格局相当漂亮，大，好摆家具和电器。 2.户型，位置独特，视野开阔，空气清新，适合过日子 3.本房价位，一套笋盘，请大家把握好机会。 4.本房交通方便，业主急卖！业主在广州签合同方便? 业主心态业主心态品牌开发商，信誉良好，低于市场笋盘，诚信放卖; 我们致力为您提供售后一条龙服务，专车接您带看房，送您回家; 为了让您买到更实惠的房子，拿到更优惠的价格，我们风里雨里奔波? 小区配套小区配套幼儿园：培恩幼儿园、镇幼儿园、化工幼儿园中：、新晖、岗贝、港侨、石滩一中、石滩二中综合商场：好又新购物广场、盟轩商行、天天购物商场、乐意购物医院：增城市石滩医院邮局：中国邮政银行：中国银行、广州农商银行、广州农行、中国邮政储蓄小区内部配套：商业步行街、游泳池、会所? 服务介绍服务介绍置换服务 全城看房 ** 我所负责的，不是一套房子，而是客户理性判断 2.不过多电话造成生活干扰，合理安排时间进行服务 3.不单纯只为成交而做成交，把可能存客户的整个人生; 甚是一个家庭一辈子,12051元/平米,,,房天下,2018-06-16,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_227168207.htm,2室2厅1卫,80平米,94,,东南,精装修,有,中层,2007年,石滩·一·城类型信息特色项目：五证齐全建筑形式：高层、塔楼楼盘位置： 增城区石滩镇立新东路57号公交路线：石滩城即是石滩汽车站，往增城、新塘公交车10一班，往广州30一班自驾路线：石滩镇立新路56号占地面积：65578平方米建筑面积：106400平方米产权年限：70年绿 化 率：30%容 积 率：2总 户 数：1100楼座展示：四期为5栋17-18层洋房组成，2-3栋为两梯六户，1、4、5栋为两梯四户。配套信息物业公司：嘉兴物业管理公司物 业 费：2.5元/平米.月物业说明：住宅2-2.5元/平*月车 位：总车位数664个，可租可售周边配套：有培恩幼儿园、镇幼儿园、化工幼儿园、、新晖、岗贝，港侨。石滩一中、石滩二中医院：增城市石滩医院商场：项目本身规划有石滩城商业步行街、有好又新购物广场、盟轩商行、天天购物商场、乐意购物，和兴肉菜市场等内部配套：商业步行街、游泳池、会所（羽毛球场、健身房、棋牌室等）岗贝建材设备：电梯品牌：三菱；户内电器开关、插座：飞利浦装修标准装修情况：毛坯、精装修装修标准：1200元/平米楼盘简介石滩城位于石滩镇商业核心区，总建筑面积10.64万平方米，其中住宅建筑面积8万平方米，建筑面积1.03万平方米。石滩城三期包括3栋11层小高层电梯洋房，4梯8户，还有1栋6层楼梯楼，总货量约300套。石滩城三期位于小区的正，电梯洋房产品均为南北座向，少量楼梯房为东北向。户型有90方~192㎡的三房到五房，主打95㎡的3房及123㎡的4房，部分二楼有近百方露台赠送，顶层有近70方天台赠送，使用。据了解，石滩城为旧城改造项目，是宜商的典范楼盘，周边校、银行、市场、酒楼等，住宅小区内生活、公共配套设施完善，大部分楼房南北朝向，实用，有充足的停车场地。如果您对这条房源不满意 请点击我的头像查看更多房源信息! 我将用专业与经验给您带来不一样的体验！！！看楼提前预约：157-1072-5319 袁经理（微信同步）,11750元/平米,,,房天下,2018-06-22,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_227199273.htm,3室2厅2卫,105平米,123,,东南,精装修,有,中层,2007年,石滩·一·城类型信息特色项目：五证齐全建筑形式：高层、塔楼楼盘位置： 增城区石滩镇立新东路57号公交路线：石滩城即是石滩汽车站，往增城、新塘公交车10一班，往广州30一班自驾路线：石滩镇立新路56号占地面积：65578平方米建筑面积：106400平方米产权年限：70年绿 化 率：30%容 积 率：2总 户 数：1100楼座展示：四期为5栋17-18层洋房组成，2-3栋为两梯六户，1、4、5栋为两梯四户。配套信息物业公司：嘉兴物业管理公司物 业 费：2.5元/平米.月物业说明：住宅2-2.5元/平*月车 位：总车位数664个，可租可售周边配套：有培恩幼儿园、镇幼儿园、化工幼儿园、、新晖、岗贝，港侨。石滩一中、石滩二中医院：增城市石滩医院商场：项目本身规划有石滩城商业步行街、有好又新购物广场、盟轩商行、天天购物商场、乐意购物，和兴肉菜市场等内部配套：商业步行街、游泳池、会所（羽毛球场、健身房、棋牌室等）岗贝建材设备：电梯品牌：三菱；户内电器开关、插座：飞利浦装修标准装修情况：毛坯、精装修装修标准：1200元/平米楼盘简介石滩城位于石滩镇商业核心区，总建筑面积10.64万平方米，其中住宅建筑面积8万平方米，建筑面积1.03万平方米。石滩城三期包括3栋11层小高层电梯洋房，4梯8户，还有1栋6层楼梯楼，总货量约300套。石滩城三期位于小区的正，电梯洋房产品均为南北座向，少量楼梯房为东北向。户型有90方~192㎡的三房到五房，主打95㎡的3房及123㎡的4房，部分二楼有近百方露台赠送，顶层有近70方天台赠送，使用。据了解，石滩城为旧城改造项目，是宜商的典范楼盘，周边校、银行、市场、酒楼等，住宅小区内生活、公共配套设施完善，大部分楼房南北朝向，实用，有充足的停车场地。如果您对这条房源不满意 请点击我的头像查看更多房源信息! 我将用专业与经验给您带来不一样的体验！！！看楼提前预约：157-1072-5319 袁经理（微信同步）,11714元/平米,,,房天下,2018-06-23,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226661029.htm,2室2厅1卫,87平米,105,,南北,精装修,有,中层,2007年,石滩城类型信息项目特色：五证齐全建筑形式：高层、塔楼楼盘位置： 增城区石滩镇立新东路57号公交路线：石滩城即是石滩汽车站，往增城、新塘公交车10一班，往广州30一班自驾路线：石滩镇立新路56号占地面积：65578平方米建筑面积：106400平方米产权年限：70年绿 化 率：30%容 积 率：2总 户 数：1100楼座展示：四期为5栋17-18层洋房组成，2-3栋为两梯六户，1、4、5栋为两梯四户。配套信息物业公司：嘉兴物业管理公司物 业 费：2.5元/平米.月物业说明：住宅2-2.5元/平*月车 位：总车位数664个，可租可售周边配套：有培恩幼儿园、镇幼儿园、化工幼儿园、、新晖、岗贝，港侨。石滩一中、石滩二中医院：增城市石滩医院商场：项目本身规划有石滩城商业步行街、有好又新购物广场、盟轩商行、天天购物商场、乐意购物，和兴肉菜市场等内部配套：商业步行街、游泳池、会所（羽毛球场、健身房、棋牌室等）岗贝建材设备：电梯品牌：三菱；户内电器开关、插座：飞利浦装修标准装修情况：毛坯、精装修装修标准：1200元/平米楼盘简介石滩城位于石滩镇商业核心区，总建筑面积10.64万平方米，其中住宅建筑面积8万平方米，建筑面积1.03万平方米。石滩城三期包括3栋11层小高层电梯洋房，4梯8户，还有1栋6层楼梯楼，总货量约300套。石滩城三期位于小区的正，电梯洋房产品均为南北座向，少量楼梯房为东北向。户型有90方~192㎡的三房到五房，主打95㎡的3房及123㎡的4房，部分二楼有近百方露台赠送，顶层有近70方天台赠送，使用。据了解，石滩城为旧城改造项目，是宜商的典范楼盘，周边校、银行、市场、酒楼等，住宅小区内生活、公共配套设施完善，大部分楼房南北朝向，实用，有充足的停车场地。如果您对这条房源不满意 请点击我的头像查看更多房源信息! 我将用专业与经验给您带来不一样的体验！！！看楼提前预约： 189-0233-4874 胡经理（微信同号）,12069元/平米,,,房天下,2018-06-10,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226572691.htm,3室2厅2卫,115平米,135,,南北,精装修,有,中层,2007年,石滩城项目信息项目特色：五证齐全建筑形式：高层、塔楼楼盘位置： 增城区石滩镇立新东路57号公交路线：石滩城即是石滩汽车站，往增城、新塘公交车10一班，往广州30一班自驾路线：石滩镇立新路56号占地面积：65578平方米建筑面积：106400平方米产权年限：70年绿 化 率：30%容 积 率：2总 户 数：1100楼座展示：四期为5栋17-18层洋房组成，2-3栋为两梯六户，1、4、5栋为两梯四户。物业公司：嘉兴物业管理公司物 业 费：2.5元/平米.月物业说明：住宅2-2.5元/平*月车 位：总车位数664个，可租可售周边配套：有培恩幼儿园、镇幼儿园、化工幼儿园、、新晖、岗贝，港侨。石滩一中、石滩二中医院：增城市石滩医院商场：项目本身规划有石滩城商业步行街、有好又新购物广场、盟轩商行、天天购物商场、乐意购物，和兴肉菜市场等内部配套：商业步行街、游泳池、会所（羽毛球场、健身房、棋牌室等）岗贝建材设备：电梯品牌：三菱；户内电器开关、插座：飞利浦装修标准装修情况：毛坯、精装修装修标准：1200元/平米楼盘简介石滩城位于石滩镇商业核心区，总建筑面积10.64万平方米，其中住宅建筑面积8万平方米，建筑面积1.03万平方米。石滩城三期包括3栋11层小高层电梯洋房，4梯8户，还有1栋6层楼梯楼，总货量约300套。石滩城三期位于小区的正，电梯洋房产品均为南北座向，少量楼梯房为东北向。户型有90方~192㎡的三房到五房，主打95㎡的3房及123㎡的4房，部分二楼有近百方露台赠送，顶层有近70方天台赠送，使用。 据了解，石滩城为旧城改造项目，是宜商的典范楼盘，周边校、银行、市场、酒楼等，住宅小区内生活、公共配套设施完善，大部分楼房南北朝向，实用，有充足的停车场地。假如你在深夜2点、看到我的房子????请给我来个电话，因为我还在工作！如果您对这条房源不满意 请点击我的头像查看更多房源信息! 我将用专业与经验给您带来不一样的体验！！！看楼提前预约 胡经理： 189-0233-4874 微信同号,11739元/平米,,,房天下,2018-06-08,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226598780.htm,4室2厅2卫,136平米,210,,东南,豪华装修,有,低层,2007年,小区简介推荐理由：此次向您推荐的是石滩城的房子 ！干净整洁，如果您愿意打扫一下做个保洁就直接吧！在卖的真的不多。现在的均价很高。这套房源低于市场价，并且楼层也合适，有老人也合适，不低不矮，采光不影响，相信为您推荐的这一套房子您一定会觉得满意，那就赶快来电咨询，先到先得！小区简介：1. 通透户型采光楼层好小区的一套精品好房2. 小区物业管理严格服务到家让你生活放心。3. 小区绿化面积大有花园绿树成荫活动老少皆宜4. 小区人文素质高是社区交通便利地段。5. 小区安静舒适让你在这享受品质生活的。我是一位专业和努力的房产经纪人，我能带给你置业的轻松、安全、高效。欢迎你的来电,15441元/平米,,,房天下,2018-06-09,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226684262.htm,3室2厅2卫,95平米,152,,东南,精装修,有,中层,2007年,小区简介推荐理由：此次向您到先得！小区简介：1. 通透户型采光楼层好小区的一套精品好房2. 小区物业管理严格服务到家让你生活放心。3. 小区绿化面积大有花园绿树成荫活动老少皆宜4. 小区人文素质高是社区交通便利地段。5. 小区安静舒适让你在这享受品质生活的。我是一位专业和努力的房产经纪人，我能带给你置业的轻松、安全、高效。欢迎你的来电,16000元/平米,,,房天下,2018-06-11,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226685049.htm,3室2厅2卫,115平米,155,,东南,精装修,有,低层,2007年,小区简介推荐理由：此次向您推荐的是石滩城的房子 ！干净整洁，如果您愿意打扫一下做个保洁就直接吧！在卖的真的不多。现在的均价很高。这套房源低于市场价，并且楼层也合适，有老人也合适，不低不矮，采光不影响，相信为您推荐的这一套房子您一定会觉得满意，那就赶快来电咨询，先到先得！小区简介：1. 通透户型采光楼层好小区的一套精品好房2. 小区物业管理严格服务到家让你生活放心。3. 小区绿化面积大有花园绿树成荫活动老少皆宜4. 小区人文素质高是社区交通便利地段。5. 小区安静舒适让你在这享受品质生活的。我是一位专业和努力的房产经纪人，我能带给你置业的轻松、安全、高效。欢迎你的来电,13478元/平米,,,房天下,2018-06-11,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226685390.htm,3室2厅2卫,124平米,160,,东南,精装修,有,低层,2007年,小区简介推荐理由：此次向您推荐的是石滩城的房子 ！干净整洁，如果您愿意打扫一下做个保洁就直接吧！在卖的真的不多。现在的均价很高。这套房源低于市场价，并且楼层也合适，有老人也合适，不低不矮，采光不影响，相信为您推荐的这一套房子您一定会觉得满意，那就赶快来电咨询，先到先得！小区简介：1. 通透户型采光楼层好小区的一套精品好房2. 小区物业管理严格服务到家让你生活放心。3. 小区绿化面积大有花园绿树成荫活动老少皆宜4. 小区人文素质高是社区交通便利地段。5. 小区安静舒适让你在这享受品质生活的。我是一位专业和努力的房产经纪人，我能带给你置业的轻松、安全、高效。欢迎你的来电,12903元/平米,,,房天下,2018-06-11,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226905021.htm,3室2厅2卫,96平米,138,,东南,精装修,有,中层,2007年,小区简介推荐理由：此次向您推荐的是石滩城的房子 ！干净整洁，如果您愿意打扫一下做个保洁就直接吧！在卖的真的不多。现在的均价很高。这套房源低于市场价，并且楼层也合适，有老人也合适，不低不矮，采光不影响，相信为您推荐的这一套房子您一定会觉得满意，那就赶快来电咨询，先到先得！小区简介：1. 通透户型采光楼层好小区的一套精品好房2. 小区物业管理严格服务到家让你生活放心。3. 小区绿化面积大有花园绿树成荫活动老少皆宜4. 小区人文素质高是社区交通便利地段。5. 小区安静舒适让你在这享受品质生活的。我是一位专业和努力的房产经纪人，我能带给你置业的轻松、安全、高效。欢迎你的来电,14375元/平米,,,房天下,2018-06-16,在售
广州,增城,石滩,石滩第一城,http://esf.gz.fang.com/chushou/3_226905615.htm,3室2厅2卫,120平米,145,,西南,精装修,有,中层,2007年,小区简介推荐理由：此次向您推荐的是石滩城的房子 ！干净整洁，如果您愿意打扫一下做个保洁就直接吧！在卖的真的不多。现在的均价很高。这套房源低于市场价，并且楼层也合适，有老人也合适，不低不矮，采光不影响，相信为您推荐的这一套房子您一定会觉得满意，那就赶快来电咨询，先到先得！小区简介：1. 通透户型采光楼层好小区的一套精品好房2. 小区物业管理严格服务到家让你生活放心。3. 小区绿化面积大有花园绿树成荫活动老少皆宜4. 小区人文素质高是社区交通便利地段。5. 小区安静舒适让你在这享受品质生活的。我是一位专业和努力的房产经纪人，我能带给你置业的轻松、安全、高效。欢迎你的来电,12083元/平米,,,房天下,2018-06-16,在售
