城市,城区,商圈,小区名,房源详情url,房型(三室两厅),房屋面积,成交总价(万元),成交周期(天数),朝向,装修状况,电梯情况,楼层,房屋年代/楼体结构,房屋描述（房屋满五年|距8号线安德里北街971米）,单价,成交日期,成交总价(万元),房屋来源,挂牌日期,状态(在售|成交)
广州,花都,山前大道,花都颐和山庄,http://esf.gz.fang.com/chushou/3_225547634.htm,3室2厅2卫,109平米,89,,南北,简装修,有,低层,2015年,花都颐和山庄占地1500亩，是广州中轴线上千亩山水大盘。项目位于花都区梯面镇106国道与山前大道交会处，地处广州生态乡镇梯面镇。项目生态人居环境得天独厚，背靠广州高峰王子山、环绕在芙蓉嶂风景区、高百丈风景区以及九龙湖风景区的地段，毗邻有中国美山村之称的红山村。此外项目处于广州市发展的空港经济圈之内，占地116平方公里，建设项目共247项，总超过1500亿元。随着区域的发展以及项目自身的不断完善，如今项目商业、生活、运动、休闲娱乐配套齐备，是花都区甚至广州的醇熟的千亩山水大盘。花都颐和山庄地处在花都区生态旅游区梯面镇，背靠王子山森林公园，环绕在芙蓉嶂风景区、高百丈风景区、九龙湖高尔夫球会的地段。花都颐和山庄项目位于花都梯面镇106国道与山前大道交汇处，广州城市中轴之上，双高速大道、3号线、接驳楼巴、四条公交线、立体便捷交通网。项目占地面积为1500亩，分多期开发。绿化率达75％以上，容积率仅为1.2。背倚王子山麓，面临万亩昆明湖。小区内设有会所，餐厅、超市、美发、泳池、书吧、休闲区、健身室、老人少儿活动等，还有今年年底开学的国际双语幼儿园、师资雄厚的颐和实验、五大、水上乐园、垂钓长廊、山顶公园颐天阁等配套设施。同时，今年将会增加楼巴班次，从早上6点50分到晚上20点，基本达到每一班，大大提高了业主们的生活便利程度 。,8165元/平米,,,房天下,2018-05-18,在售
广州,花都,山前大道,金碧御水山庄,http://esf.gz.fang.com/chushou/3_226590153.htm,2室2厅1卫,95平米,95,,东,精装修,有,高层,2007年,该洋房位于E1栋，楼龄新，格局靓，户型方正，采光通透，东向望小区山景，绿意怏然，一手业主，看房方便，有意向提前电话预约就好！免费咨询电话：13560121085或18620919322李晓玲更多房源请点击我的头像进入网上店铺总有一套适合您！！！,10000元/平米,,,房天下,2018-06-09,在售
广州,花都,山前大道,碧桂园假日半岛,http://esf.gz.fang.com/chushou/3_226082830.htm,3室2厅2卫,90.08平米,110,,南,精装修,有,中层,2006年,小区配套1、【占地】：假日半岛占地三万亩，共19个美墅苑区，56个街心公园，20公里绿色长廊2、【入住】：过万户别墅人家，社区配套成熟，人气好入住3、【配套】：假日半岛，27洞国际标准高尔夫球场，4A级“故乡里”主题公园，夏威夷风情商业街，运动拉幕广场、医院、农贸市场、超市、足球场、银行等4、【楼巴】：每天多班次往返广州楼巴，公交车北上清远，南下广州。园区内穿梭巴士接通5、【】：碧桂园假日半岛配套幼儿园和，小孩入读方便，广铁一中6、【周边】：邻近银盏温泉、美林湖、北部万科城、银湖城几大楼盘7、【交通】：出入口靠高速，快速到达马岭收费站直上广清高速，银盏轻轨已开服务介绍电梯房，厅出阳台，主人房间，望花园，景观一流。实用小三房，装修保养新净，交易方便快捷，热卖户型！（业主急卖 欲购从速）真实图片，来电即可看现房，通风采光一流，阳光充足。来电联系看房；小颖 13392477153 微信同步,12211元/平米,,,房天下,2018-05-29,在售
广州,花都,山前大道,南航碧花园,http://esf.gz.fang.com/chushou/3_227201500.htm,1室2厅1卫,82平米,85,,南,精装修,有,低层,2003年,1、客厅宽敞大气，厅出阳台，视野开阔!！2、交通便利，购物便捷，地/铁、公交站就在门口！3、带精装修提包入住4、周边商业配套成熟，购物便利，衣食住行无忧！小区配套1、小区环境优雅.绿化.配套成熟！2、环境优美适住、人文素质高，物业管理完善！3、小区的容积 率小，属于低密度社区，适住！4、小区的绿化 率较高，让您感受花园一样的家！ 5、产权清晰红本在手，无按揭，交易方便！个人点评：电梯房，厅出阳台，主人房间，望花园，景观一流。实用小三房，装修保养新净，交易方便快捷，热卖户型！（业主急卖 欲购从速）真实图片，来电即可看现房，通风采光一流，阳光充足。来电联系看房；13229491954 易总经理 微信同步,10366元/平米,,,房天下,2018-06-23,在售
广州,花都,山前大道,花都颐和山庄,http://esf.gz.fang.com/chushou/3_225827700.htm,2室2厅1卫,73平米,75,,东南,精装修,有,中层,2015年,颐和山庄位于花都梯面镇王子山森林公园内。总体开发占地面积1500亩。前可眺望湖景，后可畅享王子山连绵山景，正可谓御水临风。交通区位介绍：花都 颐和山庄 双中轴之上 罕有千亩山水大盘项目位于一级生态乡镇梯面镇内，雄踞广州中轴与花都中轴交汇处，为区域内集自然环境、地段交通、社区配套为一体的山水大盘。A:从白云新城上机场高速接106国道到项目，全程只需要30，下高速只需7。B:项目通往广州白云机场只需20。C:项目楼巴可接驳九号线。《九号线于2017年底开通，八号线已在规划当中》。D:项目楼巴接驳越秀公园，人和，永泰等广州口。同时有旅游购物专线经新华到万达旅游文化城。E:项目门口17路，65路车可通往花都各区域。区域发展：百亿万达旅游城 千亿空港经济产业花都依托白云机场，以金.融、高科技等第三产业形成新城市形态、成就千亿产业。花都GDP8年内增长额达300余亿。项目毗邻500亿万达文化旅游城，15即达。其囊括室内滑雪乐园、电影科技乐园、未来科技袖长等大,10274元/平米,,,房天下,2018-05-24,在售
广州,花都,山前大道,元邦山清水秀,http://esf.gz.fang.com/chushou/3_227377346.htm,3室2厅2卫,118平米,135,,南北,中装修,有,低层,2016年,项目卖点1、开发商倾心打造，质量有保障 2、新机场空港经济圈，交通网络纵多3、国家AAAA级风景名胜区，好山好水好风景 4、露台，视野相当开阔 5、私家生活配套，户户南北对流园景 6、买就直接入读渻级茗校执信·灵格风中英文，学费享9折优惠,11441元/平米,,,房天下,2018-06-28,在售
广州,花都,山前大道,元邦山清水秀,http://esf.gz.fang.com/chushou/3_227377323.htm,2室2厅1卫,86平米,98,,南,精装修,有,低层,2016年,1、花都区维一独享200亩私家山体公园的别墅大盘2、社区配备业主楼巴车，直达白云新城，可接驳地鉄2号线；花25路B公车总站就在小区内，途经天贵路及花都广场站接驳9号线；广清城软狮岭站及穗莞深城轨天贵站就在小区9公裡内3、社区游泳池，网球场，羽毛球馆，蓝球场，健身房，山顶环跑径，前山公园和后山公园等4、8分鍾生活圈，芙蓉嶂国家AAAA风景区，花都万达文化旅游城，花都新人民医疗院，芙蓉医苑，旗新肉菜市场，新大新购物广场5、自带中英文幼儿园，并与执信學校签订战略合作协议；可入读花都维一渻级中學秀全中學，并有 旗新中學，狮岭中學等,11395元/平米,,,房天下,2018-06-28,在售
广州,花都,山前大道,金碧御水山庄,http://esf.gz.fang.com/chushou/3_226859036.htm,2室2厅2卫,65平米,45,,南,精装修,有,高层,2008年,金碧御水山庄位于花都区狮岭镇山前大道王子山下，背靠王子山天赋山水，三面环湖，群山环绕，景观，坐拥花都的自然生态资源（随着大家不断对健康的重视，未来缺的就是自然的生态环境）。【交通设施】：1、2017年12月开通的9号线区府站（十五车程）。2、肇花高速六花岗出入口（小区门口）。3、在建中的广清轻轨军田站（十车程）。4、在建中的佛穗莞城轨海布站（五车程）。5、小区内设有园内穿梭巴士（半一班）。6、小区设有往返市区的楼巴（四十到达花园）。7、小区门口86、89路公交车。,6923元/平米,,,房天下,2018-06-15,在售
广州,花都,山前大道,花都颐和山庄,http://esf.gz.fang.com/chushou/3_226871443.htm,3室2厅2卫,96平米,89,,南北,毛坯,无,中层,2013年, 《《====== 真诚 始终如一 ======》本人承诺所发布房源：真实有效   每周更新   亲自实地拍摄   现在的楼市已经开始回暖,我们现在可以去关注现在各大媒体以及网络都在讨论关于房产楼市发展趋势的问题！我们可以通过透明售房网，这是由房管局直接联网的官方、的网站。上面的信息真实有效！我们可以通过直观的数据来分析，现在的成交量在上升。您还在那观望吗? 房产证面积：96平方米房屋价格： 86.0万元装修情况：毛坯 房源特色介绍：1.房东诚心出售，看房方便。2.正户型，朝向：南北，全明户型，采光，舒服。3.小区景色优美，视野开阔，物业，安全省心。4.小区周边交通便利，生活配套设施齐全：有大型商场、市，农贸市场，幼儿 园、也就在小区周边，生活十分便利。=公交车（花都颐和山庄站）：花都17、65路 ;广州704、708路。=线路：1号线越秀公园站——3号线人和站——楼巴接驳=楼巴：以太广场←→花都颐和山庄;人和站C2出口←→花都颐和山庄。楼巴时刻表：以太广场→花都颐和山庄：（工作日）8:30（从广州颐和山庄出发）、10:00、11:00、14:00、15:00、19:15;（及节假日）8:30（从广州颐和山庄出发）、9:00、10:00、11:00、12:00、14:00、15:00、16:00、17:00、20:00。花都颐和山庄→以太广场：（工作日）6:50、9:30、11:30、13:30、15:30、17:30、18:00（开往广州颐和山庄）;（及节假日）8:30、9:30、10:30、11:30、13:30、14:30、15:30、16:30、17:30、18:00（开往广州颐和山庄）。=自驾车线路：机场高速—花山出口——106国道，往梯面镇、王子山森林公园方向，全程约30。  真诚为您，如果您感觉这套房子不是您需要的，请点击我的头像，进入我的私人店铺，相信里面有您所需要的房子，如果您对买房、卖房有任何疑问、困惑，欢迎来电咨询！ ,9271元/平米,,,房天下,2018-06-15,在售
广州,花都,山前大道,碧桂园假日半岛,http://esf.gz.fang.com/chushou/3_223997350.htm,3室2厅2卫,98平米,117,,南,精装修,无,中层,2013年,南向园林景观，双阳台，百变空间，随意改造卧室，赠送面积大，户型正！广清交界处 环境优美 近广州  22万起 入住精装三房 不 可入户一手免 坐楼吧享额外98折团购价看房专线：13535420076杨经理，微信号：350125826.,11939元/平米,,,房天下,2018-04-15,在售
广州,花都,山前大道,联合广场,http://esf.gz.fang.com/chushou/3_226700999.htm,3室2厅2卫,53平米,60,,南,精装修,有,中层,2013年,联合广场项目位于皮革皮具之都的核心，是创新型皮具文化产业综合体，总建筑面积54910平方米。1、 首付20多万起可买广州精装三四房，约5米，双钥匙户型设计（上下楼独立钥匙，两户）2、 皮都，地标：位于狮岭皮革皮具区，产业中轴线上。狮岭地标物业。业主心态：花都新盘 打造花都豪华小区 碧桂园产业48-59 百变户型 10年服务热线 199-2839-6163 余小姐（微信同步）,11321元/平米,,,房天下,2018-06-11,在售
广州,花都,山前大道,花都颐和山庄,http://esf.gz.fang.com/chushou/3_226272025.htm,3室2厅2卫,93平米,76,,南,精装修,无,中层,2013年,感谢你点击我的房源，点击我的头像进去--加载更多--即可看到更多的房源信息！本房源户型3房2卫1卫，以上图片为本人真实实拍图片，杜绝虚假房源！房源朝向、采光、通风不错、视野开阔、东向南向都可以看到绿化，格局不错；户型方正，使用，可随意摆放家电和家具；小区24保安值班，为你提供安全舒适的环境；出行方便，公交和就在楼下；周边生活配套设施、健身设备，逛街买菜吃宵夜下楼就有，方便，是的安居之选！,8172元/平米,,,房天下,2018-06-02,在售
广州,花都,山前大道,元邦山清水秀,http://esf.gz.fang.com/chushou/3_226457596.htm,3室2厅1卫,89平米,100,,南,精装修,无,中层,2013年,1.客厅宽敞大气，厅出阳台，视野开阔！ 2.交通便利，公交就在门口！ 3.全新时尚精装，拎包即可入住！ 4.厨房宽敞，让您和家人有足够的空间展示私家厨艺 5.客厅和厨房之间是您和家人享受美味餐厅，让您热情的招待亲朋好友。 一辈子专心做一件事，用心为您找到满意的房子。给我一个电话，还您一个惊喜！陈生：18818710840,11236元/平米,,,房天下,2018-06-06,在售
广州,花都,山前大道,花都颐和山庄,http://esf.gz.fang.com/chushou/3_227219893.htm,3室2厅2卫,96平米,95,,南北,毛坯,无,中层,2013年,《《====== 真诚 始终如一 ======》本人承诺所发布房源：真实有效 每周更新 亲自实地拍摄 现在的楼市已经开始回暖,我们现在可以去关注现在各大媒体以及网络都在讨论关于房产楼市发展趋势的问题！我们可以通过透明售房网，这是由房管局直接联网的官方、的网站。上面的信息真实有效！我们可以通过直观的数据来分析，现在的成交量在上升。您还在那观望吗？房产证面积：96平方米房屋价格： 86.0万元装修情况：毛坯 房源特色介绍：1.房东诚心出售，看房方便。2.正户型，朝向：南北，全明户型，采光，舒服。3.小区景色优美，视野开阔，物业，安全省心。4.小区周边交通便利，生活配套设施齐全：有大型商场、市，农贸市场，幼儿 园、也就在小区周边，生活十分便利。◎公交车（花都颐和山庄站）：花都17、65路 ；广州704、708路。◎线路：1号线越秀公园站——3号线人和站——楼巴接驳◎楼巴：以太广场←→花都颐和山庄；人和站C2出口←→花都颐和山庄。楼巴时刻表：以太广场→花都颐和山庄：（工作日）8:30（从广州颐和山庄出发）、10:00、11:00、14:00、15:00、19:15；（及节假日）8:30（从广州颐和山庄出发）、9:00、10:00、11:00、12:00、14:00、15:00、16:00、17:00、20:00。花都颐和山庄→以太广场：（工作日）6:50、9:30、11:30、13:30、15:30、17:30、18:00（开往广州颐和山庄）；（及节假日）8:30、9:30、10:30、11:30、13:30、14:30、15:30、16:30、17:30、18:00（开往广州颐和山庄）。◎自驾车线路：机场高速—花山出口——106国道，往梯面镇、王子山森林公园方向，全程约30。真诚为您，如果您感觉这套房子不是您需要的，请点击我的头像，进入我的私人店铺，相信里面有您所需要的房子，如果您对买房、卖房有任何疑问、困惑，欢迎来电咨询！,9896元/平米,,,房天下,2018-06-24,在售
广州,花都,山前大道,千色美湖花园,http://esf.gz.fang.com/chushou/3_227001510.htm,3室2厅1卫,94平米,80,,北,精装修,有,中层,2013年,房源描述：1、自我介绍：本人从事房产交易多年，经验丰富，全天有空，待人真诚，服务周到2、房源介绍:此房源为3房2厅1卫2阳台，北向，户型方正实用，安静不吵3、小区配套：小区内交通方便，有免费穿梭巴，有直通广州的楼吧，商业街是博爱街，吃喝玩乐，购物健身银行不缺4、个人见解：此房源为小区内比较少放卖的房源，建议要买房的朋友尽快出手5、推荐房源：1、美林湖美汇半岛60平精装一房仅售45万，2、大湖壹号124平湖景三房仅售130万，3、美湖花园107平南向三房仅售88万，4、美汇半岛78方精装两房仅售65万。,8511元/平米,,,房天下,2018-06-18,在售
广州,花都,山前大道,千色美湖花园,http://esf.gz.fang.com/chushou/3_227034315.htm,2室2厅1卫,75平米,60,,北,精装修,有,低层,2013年,房源描述：1、自我介绍：本人从事房产交易多年，经验丰富，全天有空，待人真诚，服务周到2、房源介绍:此房源为2房2厅1卫2阳台，北向，户型方正实用，安静不吵3、小区配套：小区内交通方便，有免费穿梭巴，有直通广州的楼吧，商业街是博爱街，吃喝玩乐，购物健身银行不缺4、个人见解：此房源为小区内比较少放卖的房源，建议要买房的朋友尽快出手5、推荐房源：1、美林湖美汇半岛60平精装一房仅售45万，2、大湖壹号124平湖景三房仅售130万，3、美湖花园107平南向三房仅售88万，4、美汇半岛78方精装两房仅售65万。,8000元/平米,,,房天下,2018-06-19,在售
广州,花都,山前大道,联合广场,http://esf.gz.fang.com/chushou/3_227329322.htm,1室1厅1卫,35平米,30,,南,豪华装修,有,中层,2017年,核心卖点:联合广场项目位于皮革皮具之都的核心，是创新型皮具文化产业综合体，总建筑面积54910平方米。1、 首付20多万起可买广州精装三四房，约5米，双钥匙户型设计（上下楼独立钥匙，两户）2、 皮都，地标：位于狮岭皮革皮具区，产业中轴线上。狮岭地标物业。周边设施:交通广清轻轨狮岭站即将开通，无缝对接广州北站、9号线距白云机场、广州北站约20公里，轻松辐射全球，约1公里即可对接广清、肇花、机场、大广等高速公路、畅达广清佛综合商场东福购物广场、五金龙头市场、国际皮革皮具贸易城、医院狮城医院、银行中国银行、中国农业银行、中信银行、招商银行其他碧桂园物业,、寓米主题托管、小区家居智能化配套、小区内部配套商业街、运动场地、健身设施本人从事房产销售行业5年之久，对每个楼盘都有自己独特的见解。如您对此房源有任何疑问，欢迎随时来电咨询，小赵全天为您守候。咨询电话:132-6800-4853 小赵（微信同步）,8571元/平米,,,房天下,2018-06-26,在售
广州,花都,山前大道,花城悦翠园,http://esf.gz.fang.com/chushou/3_224732222.htm,3室2厅1卫,89平米,74,,暂无,简装修,无,高层,2013年,有意可咨询18988803176 1、小区环境优雅，绿化、配套成熟 2、环境优美适住，人文素质高，物业管理完善 3、绿化率较高，让您感受花园一样的家,8315元/平米,,,房天下,2018-05-01,在售
广州,花都,山前大道,金碧御水山庄,http://esf.gz.fang.com/chushou/3_225665515.htm,6室3厅4卫,333平米,248,,南,毛坯,无,高层,2007年,18层顶楼，9米中空客厅，全景落地窗！每层带3个大房，全带飘窗，两个宫廷套房都有露台，每个房间都可以俯瞰小区霸气景观（水库）。气势磅礴，站在景观阳台，整个人的视野和心胸都会开阔很多（我个人感受，身临其境才能体会）！,7447元/平米,,,房天下,2018-05-20,在售
广州,花都,山前大道,联合广场,http://esf.gz.fang.com/chushou/3_227156541.htm,1室1厅1卫,35平米,35,,南,简装修,无,低层,2017年,核心卖点:联合广场项目位于皮革皮具之都的核心，是创新型皮具文化产业综合体，总建筑面积54910平方米。1、 首付20多万起可买广州精装三四房，约5米，双钥匙户型设计（上下楼独立钥匙，两户）2、 皮都，地标：位于狮岭皮革皮具区，产业中轴线上。狮岭地标物业。周边设施:交通广清轻轨狮岭站即将开通，无缝对接广州北站、9号线距白云机场、广州北站约20公里，轻松辐射全球，约1公里即可对接广清、肇花、机场、大广等高速公路、畅达广清佛综合商场东福购物广场、五金龙头市场、国际皮革皮具贸易城、医院狮城医院、银行中国银行、中国农业银行、中信银行、招商银行其他碧桂园物业,、寓米主题托管、小区家居智能化配套、小区内部配套商业街、运动场地、健身设施本人从事房产销售行业5年之久，对每个楼盘都有自己独特的见解。如您对此房源有任何疑问，欢迎随时来电咨询，小赵全天为您守候。咨询电话:18520777750王经理（微信同步）,10000元/平米,,,房天下,2018-06-22,在售
广州,花都,山前大道,联合广场,http://esf.gz.fang.com/chushou/3_222084457.htm,3室2厅2卫,52平米,52,,东南,精装修,有,中层,2016年,1.通透户型采光楼层好小区的一套好房。2.小区物业管理严格服务到家让你生活放心。3.小区绿化面积大有花园绿树成荫活动老少皆宜。4.小区人文素质高是社区交通便利地段选择。5.小区安静舒适让你在这享受品质生活,10000元/平米,,,房天下,2018-06-11,在售
广州,花都,山前大道,联合广场,http://esf.gz.fang.com/chushou/3_222082948.htm,4室2厅2卫,57平米,55,,东南,精装修,有,中层,2016年,1.通透户型采光楼层好小区的一套好房。2.小区物业管理严格服务到家让你生活放心。3.小区绿化面积大有花园绿树成荫活动老少皆宜。4.小区人文素质高是社区交通便利地段选择。5.小区安静舒适让你在这享受品质生活,9649元/平米,,,房天下,2018-06-04,在售
广州,花都,山前大道,联合广场,http://esf.gz.fang.com/chushou/3_222164489.htm,4室2厅2卫,55平米,60,,南,豪华装修,有,中层,2016年,1.通透户型采光楼层好小区的一套好房。2.小区物业管理严格服务到家让你生活放心。3.小区绿化面积大有花园绿树成荫活动老少皆宜。4.小区人文素质高是社区交通便利地段选择。5.小区安静舒适让你在这享受品质生活,10909元/平米,,,房天下,2018-06-11,在售
广州,花都,山前大道,联合广场,http://esf.gz.fang.com/chushou/3_222169866.htm,3室2厅2卫,48平米,50,,南,豪华装修,有,中层,2016年,1.通透户型采光楼层好小区性价比高的一套好房。2.小区物业管理严格服务到家让你生活放心。3.小区绿化面积大有中心花园绿树成荫活动中心老少皆宜。4.小区人文素质高是社区交通便利中心地段居住选择。5.小区居住安静舒适让你居住在这享受品质生活,10417元/平米,,,房天下,2018-06-11,在售
